区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
注射薬,1190401A1236,エダラボン,３０ｍｇ２０ｍＬ１管,,,エダラボン点滴静注液３０ｍｇ「ＴＹＫ」,大正薬品工業,後発品,,,"3,769",,H24.12.14収載
注射薬,1190401A1244,エダラボン,３０ｍｇ２０ｍＬ１管,,,エダラボン点滴静注３０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,"3,769",,H25.6.21収載
注射薬,1190401A2020,エダラボン,３０ｍｇ２０ｍＬ１瓶,,,エダラボン点滴静注３０ｍｇ「トーワ」,東和薬品,後発品,,,"4,226",,
注射薬,1190401A2038,エダラボン,３０ｍｇ２０ｍＬ１瓶,,,エダラボン点滴静注液３０ｍｇ「Ｆ」,富士製薬工業,後発品,,,"5,091",,
注射薬,1190401G1026,エダラボン,３０ｍｇ１００ｍＬ１キット,,,ラジカット点滴静注バッグ３０ｍｇ,田辺三菱製薬,,先発品,○,"6,721",,
注射薬,1190401G1034,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注３０ｍｇバッグ「ＤＳＥＰ」,第一三共エスファ,後発品,,,"4,433",,
注射薬,1190401G1042,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注３０ｍｇバッグ「アイロム」,アイロム製薬,後発品,,,"3,948",,
注射薬,1190401G1050,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注３０ｍｇバッグ「タカタ」,高田製薬,後発品,,,"3,368",,
注射薬,1190401G1069,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注液３０ｍｇバッグ「ＮＰ」,ニプロ,後発品,,,"4,433",,
注射薬,1190401G1077,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注液３０ｍｇバッグ「ケミファ」,日本ケミファ,後発品,,,"4,305",,
注射薬,1190401G1085,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注液３０ｍｇバッグ「サワイ」,沢井製薬,後発品,,,"4,433",,
注射薬,1190401G1093,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注液３０ｍｇバッグ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,"3,624",,
注射薬,1190401G1107,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注液バッグ３０ｍｇ「興和テバ」,大正薬品工業,後発品,,,"3,368",H25.3.31まで,
注射薬,1190401G1115,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注液バッグ３０ｍｇ「日医工」,日医工,後発品,,,"3,624",,
注射薬,1190401G1123,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注バッグ３０ｍｇ「ＡＡ」,あすかＡｃｔａｖｉｓ製薬,後発品,,,"4,305",,
注射薬,1190401G1131,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注バッグ３０ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,"4,622",,
注射薬,1190401G1140,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注バッグ３０ｍｇ「ＹＤ」,陽進堂,後発品,,,"3,948",,
注射薬,1190401G1158,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注バッグ３０ｍｇ「アメル」,共和薬品工業,後発品,,,"3,948",,
注射薬,1190401G1166,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注バッグ３０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,"3,624",,
注射薬,1190401G1174,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注３０ｍｇバッグ「トーワ」,東和薬品,後発品,,,"4,305",,
注射薬,1190401G1182,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注液バッグ３０ｍｇ「ＴＹＫ」,大正薬品工業,後発品,,,"3,368",,H24.4.2収載
注射薬,1190401G1190,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注バッグ３０ｍｇ「ファイザー」,ファイザー,後発品,,,"4,762",,H24.6.22収載
注射薬,1190401G1204,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注液３０ｍｇバッグ「Ｆ」,富士製薬工業,後発品,,,"5,201",,H24.6.22収載
注射薬,1190401G1212,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注液３０ｍｇバッグ「サンド」,サンド,後発品,,,"3,368",,H24.6.22収載
注射薬,1190401G1220,エダラボン,３０ｍｇ１００ｍＬ１キット,,,エダラボン点滴静注３０ｍｇバッグ「ＨＫ」,光製薬,後発品,,,"5,201",,H24.12.14収載
注射薬,1211400D2031,テトラカイン塩酸塩,２０ｍｇ１瓶,,,テトカイン注用２０ｍｇ「杏林」,杏林製薬,,,,85,,
注射薬,1211401A1017,プロカイン塩酸塩,０．５％１ｍＬ１管,局,,プロカイン塩酸塩注射液,,,,,92,,
注射薬,1211401A2013,プロカイン塩酸塩,０．５％２ｍＬ１管,局,,プロカイン塩酸塩注射液,,,,,92,,
注射薬,1211401A3010,プロカイン塩酸塩,０．５％５ｍＬ１管,局,,プロカイン塩酸塩注射液,,,,,92,,
注射薬,1211401A4016,プロカイン塩酸塩,１％１ｍＬ１管,局,,プロカイン塩酸塩注射液,,,,,92,,
注射薬,1211401A5012,プロカイン塩酸塩,１％２ｍＬ１管,局,,プロカイン塩酸塩注射液,,,,,92,,
注射薬,1211401A6019,プロカイン塩酸塩,１％５ｍＬ１管,局,,プロカイン塩酸塩注射液,,,,,92,,
注射薬,1211401A7015,プロカイン塩酸塩,１％１０ｍＬ１管,局,,プロカイン塩酸塩注射液,,,,,92,,
注射薬,1211401A8011,プロカイン塩酸塩,２％１ｍＬ１管,局,,プロカイン塩酸塩注射液,,,,,92,,
注射薬,1211401A9018,プロカイン塩酸塩,２％２ｍＬ１管,局,,プロカイン塩酸塩注射液,,,,,93,,
注射薬,1211401H1015,プロカイン塩酸塩,２％５ｍＬ１管,局,,プロカイン塩酸塩注射液,,,,,93,,
注射薬,1211401H3018,プロカイン塩酸塩,０．５％１０ｍＬ１管,局,,プロカイン塩酸塩注射液,,,,,92,,
注射薬,1213400A1033,ジブカイン塩酸塩,０．３％３ｍＬ１管,,,０．３％ペルカミンエス注脊麻用,ナガセ医薬品,,,,248,,
注射薬,1214400A1022,塩酸リドカイン・アドレナリン,０．５％１０ｍＬバイアル,,,キシロカイン注射液「０．５％」エピレナミン（１：１００，０００）含有,アストラゼネカ,,,,107,,
注射薬,1214400A2029,塩酸リドカイン・アドレナリン,１％１０ｍＬバイアル,,,キシロカイン注射液「１％」エピレナミン（１：１００，０００）含有,アストラゼネカ,,,,110,,
注射薬,1214400A3025,塩酸リドカイン・アドレナリン,２％１０ｍＬバイアル,,,キシロカイン注射液「２％」エピレナミン（１：８０，０００）含有,アストラゼネカ,,,,164,,
注射薬,1214400A4021,塩酸リドカイン,３％３．５ｍＬ１管,,,キシロカイン注射液「３％」,アストラゼネカ,,,,61,H25.3.31まで,
注射薬,1214400A5036,塩酸リドカイン,０．５％５ｍＬ１管,,,０．５％パートラン注ＰＢ,日新製薬（山形）,後発品,,,56,,
注射薬,1214400A5044,塩酸リドカイン,０．５％５ｍＬ１管,,,局麻用フリードカイン注０．５％,マイラン製薬,後発品,,,60,,
注射薬,1214400A5052,塩酸リドカイン,０．５％５ｍＬ１管,,,キシロカイン注ポリアンプ０．５％,アストラゼネカ,,,,60,,
注射薬,1214400A6032,塩酸リドカイン,０．５％１０ｍＬ１管,,,０．５％パートラン注ＰＢ,日新製薬（山形）,後発品,,,64,,
注射薬,1214400A6040,塩酸リドカイン,０．５％１０ｍＬ１管,,,局麻用フリードカイン注０．５％,マイラン製薬,後発品,,,87,,
注射薬,1214400A6059,塩酸リドカイン,０．５％１０ｍＬ１管,,,キシロカイン注ポリアンプ０．５％,アストラゼネカ,,,,98,,
注射薬,1214400A7039,塩酸リドカイン,１％５ｍＬ１管,,,局麻用フリードカイン注１％,マイラン製薬,後発品,,,60,,
注射薬,1214400A7047,塩酸リドカイン,１％５ｍＬ１管,,,１％パートラン注ＰＢ,日新製薬（山形）,後発品,,,56,,
注射薬,1214400A7055,塩酸リドカイン,１％５ｍＬ１管,,,キシロカイン注ポリアンプ１％,アストラゼネカ,,,,60,,
注射薬,1214400A8035,塩酸リドカイン,１％１０ｍＬ１管,,,局麻用フリードカイン注１％,マイラン製薬,後発品,,,103,,
注射薬,1214400A8043,塩酸リドカイン,１％１０ｍＬ１管,,,１％パートラン注ＰＢ,日新製薬（山形）,後発品,,,78,,
注射薬,1214400A8051,塩酸リドカイン,１％１０ｍＬ１管,,,キシロカイン注ポリアンプ１％,アストラゼネカ,,,,103,,
注射薬,1214400A9031,塩酸リドカイン,２％５ｍＬ１管,,,局麻用フリードカイン注２％,マイラン製薬,後発品,,,80,,
注射薬,1214400A9040,塩酸リドカイン,２％５ｍＬ１管,,,２％パートラン注ＰＢ,日新製薬（山形）,後発品,,,56,,
注射薬,1214400A9058,塩酸リドカイン,２％５ｍＬ１管,,,キシロカイン注ポリアンプ２％,アストラゼネカ,,,,80,,
注射薬,1214400G1025,塩酸リドカイン,０．５％１０ｍＬ１筒,,,キシロカイン注シリンジ０．５％,ニプロファーマ,後発品,,,224,,
注射薬,1214400G2021,塩酸リドカイン,１％１０ｍＬ１筒,,,キシロカイン注シリンジ１％,ニプロファーマ,後発品,,,224,,
注射薬,1214400G3028,塩酸リドカイン,２％１０ｍＬ１筒,,,キシロカイン注シリンジ２％,ニプロファーマ,後発品,,,274,H25.3.31まで,
注射薬,1214400H1039,塩酸リドカイン,２％１０ｍＬ１管,,,局麻用フリードカイン注２％,マイラン製薬,後発品,,,148,,
注射薬,1214400H1047,塩酸リドカイン,２％１０ｍＬ１管,,,２％パートラン注ＰＢ,日新製薬（山形）,後発品,,,100,,
注射薬,1214400H1055,塩酸リドカイン,２％１０ｍＬ１管,,,キシロカイン注ポリアンプ２％,アストラゼネカ,,,,148,,
注射薬,1214401A1019,リドカイン,０．５％１０ｍＬバイアル,局,,リドカイン注射液,,,,,92,,
注射薬,1214401A1027,リドカイン,０．５％１０ｍＬバイアル,局,,キシロカイン注射液０．５％,アストラゼネカ,,,,100,,
注射薬,1214401A2015,リドカイン,０．５％３ｍＬ１管,局,,リドカイン注射液,,,,,95,,
注射薬,1214401A3011,リドカイン,１％１０ｍＬバイアル,局,,リドカイン注射液,,,,,97,,
注射薬,1214401A3020,リドカイン,１％１０ｍＬバイアル,局,,キシロカイン注射液１％,アストラゼネカ,,,,110,,
注射薬,1214401A4018,リドカイン,２％１０ｍＬバイアル,局,,リドカイン注射液,,,,,144,,
注射薬,1214401A4026,リドカイン,２％１０ｍＬバイアル,局,,キシロカイン注射液２％,アストラゼネカ,,,,162,,
注射薬,1214401A5014,リドカイン,２％５ｍＬ１管,局,,リドカイン注射液,,,,,92,,
注射薬,1214401A6010,リドカイン,１０％１０ｍＬ１管,局,,リドカイン注射液,,,,,334,,
注射薬,1214402A1013,メピバカイン塩酸塩,０．５％１０ｍＬバイアル,局,,メピバカイン塩酸塩注射液,,,,,96,,
注射薬,1214402A1021,メピバカイン塩酸塩,０．５％１０ｍＬバイアル,局,,０．５％カルボカイン注,アストラゼネカ,,,,108,,
注射薬,1214402A2010,メピバカイン塩酸塩,１％１０ｍＬバイアル,局,,メピバカイン塩酸塩注射液,,,,,103,,
注射薬,1214402A2028,メピバカイン塩酸塩,１％１０ｍＬバイアル,局,,１％カルボカイン注,アストラゼネカ,,,,113,,
注射薬,1214402A3016,メピバカイン塩酸塩,２％１０ｍＬバイアル,局,,メピバカイン塩酸塩注射液,,,,,162,,
注射薬,1214402A3024,メピバカイン塩酸塩,２％１０ｍＬバイアル,局,,２％カルボカイン注,アストラゼネカ,,,,181,,
注射薬,1214402A4012,メピバカイン塩酸塩,０．５％２ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,95,H25.3.31まで,
注射薬,1214402A5019,メピバカイン塩酸塩,０．５％５ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,109,,
注射薬,1214402A6015,メピバカイン塩酸塩,０．５％１０ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,109,,
注射薬,1214402A7011,メピバカイン塩酸塩,０．５％２０ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,113,H25.3.31まで,
注射薬,1214402A8018,メピバカイン塩酸塩,１％２ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,102,,
注射薬,1214402A9014,メピバカイン塩酸塩,１％５ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,109,,
注射薬,1214402H1011,メピバカイン塩酸塩,１％１０ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,109,,
注射薬,1214402H2018,メピバカイン塩酸塩,１％２０ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,173,H25.3.31まで,
注射薬,1214402H3014,メピバカイン塩酸塩,２％２ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,113,,
注射薬,1214402H4010,メピバカイン塩酸塩,２％５ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,114,,
注射薬,1214402H5017,メピバカイン塩酸塩,２％１０ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,166,,
注射薬,1214402H6013,メピバカイン塩酸塩,２％２０ｍＬ１管,局,,メピバカイン塩酸塩注射液,,,,,261,H25.3.31まで,
注射薬,1214403A1026,ブピバカイン塩酸塩水和物,０．１２５％１０ｍＬバイアル,,,マーカイン注０．１２５％,アストラゼネカ,,先発品,,132,,
注射薬,1214403A2022,ブピバカイン塩酸塩水和物,０．２５％１０ｍＬバイアル,,,マーカイン注０．２５％,アストラゼネカ,,先発品,,149,,
注射薬,1214403A3029,ブピバカイン塩酸塩水和物,０．５％１０ｍＬバイアル,,,マーカイン注０．５％,アストラゼネカ,,先発品,,201,,
注射薬,1214403A4025,ブピバカイン塩酸塩水和物,０．５％４ｍＬ１管,,,マーカイン注脊麻用０．５％高比重,アストラゼネカ,,先発品,,438,,
注射薬,1214403A5021,ブピバカイン塩酸塩水和物,０．５％４ｍＬ１管,,,マーカイン注脊麻用０．５％等比重,アストラゼネカ,,先発品,,438,,
注射薬,1214404A2027,リドカイン,１％２００ｍＬ１袋,,,オリベス点滴用１％,高田製薬,後発品,,,552,,
注射薬,1214405A1025,ロピバカイン塩酸塩水和物,０．２％１０ｍＬ１管,,,アナペイン注２ｍｇ／ｍＬ,アストラゼネカ,,先発品,,330,,
注射薬,1214405A2021,ロピバカイン塩酸塩水和物,０．２％１００ｍＬ１袋,,,アナペイン注２ｍｇ／ｍＬ,アストラゼネカ,,先発品,,"1,627",,
注射薬,1214405A3028,ロピバカイン塩酸塩水和物,０．７５％１０ｍＬ１管,,,アナペイン注７．５ｍｇ／ｍＬ,アストラゼネカ,,先発品,,609,,
注射薬,1214405A4024,ロピバカイン塩酸塩水和物,０．７５％２０ｍＬ１管,,,アナペイン注７．５ｍｇ／ｍＬ,アストラゼネカ,,先発品,,"1,106",,
注射薬,1214405A5020,ロピバカイン塩酸塩水和物,１％１０ｍＬ１管,,,アナペイン注１０ｍｇ／ｍＬ,アストラゼネカ,,先発品,,675,,
注射薬,1214405A6027,ロピバカイン塩酸塩水和物,１％２０ｍＬ１管,,,アナペイン注１０ｍｇ／ｍＬ,アストラゼネカ,,先発品,,"1,205",,
注射薬,1214406A1020,メピバカイン塩酸塩,０．５％５ｍＬ１管,,,０．５％塩酸メピバカイン注ＰＢ,日新製薬（山形）,,先発品,,82,,
注射薬,1214406A2026,メピバカイン塩酸塩,０．５％１０ｍＬ１管,,,０．５％塩酸メピバカイン注ＰＢ,日新製薬（山形）,,先発品,,88,,
注射薬,1214406A3022,メピバカイン塩酸塩,１％５ｍＬ１管,,,１％塩酸メピバカイン注ＰＢ,日新製薬（山形）,,先発品,,82,,
注射薬,1214406A4029,メピバカイン塩酸塩,１％１０ｍＬ１管,,,１％塩酸メピバカイン注ＰＢ,日新製薬（山形）,,先発品,,89,,
