区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,薬価,経過措置による使用期限,備考
外用薬,1314701X1011,ホウ酸,１０ｇ,局,,ホウ酸,,,19.70,,
外用薬,1314701X1054,ホウ酸,１０ｇ,局,,ホウ酸．ＯＩ,日医工ファーマ,,22.60,,
外用薬,1314701X1070,ホウ酸,１０ｇ,局,,ホウ酸「ケンエー」,健栄製薬,,22.60,,
外用薬,1314701X1097,ホウ酸,１０ｇ,局,※,ホウ酸（小堺）,小堺製薬,,22.60,,
外用薬,1314701X1135,ホウ酸,１０ｇ,局,,ホウ酸　シオエ,シオエ製薬,,22.10,H24.3.31まで,
外用薬,1314701X1151,ホウ酸,１０ｇ,局,※,ホウ酸（東海製薬）,東海製薬,,20.30,,
外用薬,1314701X1178,ホウ酸,１０ｇ,局,,ホウ酸「メタル」,中北薬品,,22.60,,
外用薬,1314701X1186,ホウ酸,１０ｇ,局,,ホウ酸「ホエイ」,マイラン製薬,,22.60,,
外用薬,1314701X1224,ホウ酸,１０ｇ,局,※,ホウ酸（山善）,山善製薬,,22.10,,
外用薬,1314701X1240,ホウ酸,１０ｇ,局,,ホウ酸「ヤクハン」,ヤクハン製薬,,20.30,,
外用薬,1314701X1305,ホウ酸,１０ｇ,局,,ホウ酸「ヨシダ」,吉田製薬,,22.10,,
外用薬,1314701X1372,ホウ酸,１０ｇ,局,,ホウ酸原末「マルイシ」,丸石製薬,,22.10,,
外用薬,1314702X1016,ホウ砂,１０ｇ,局,,ホウ砂,,,9.60,,
外用薬,1315700M1026,デキサメタゾン,０．０５％１ｇ,,,サンテゾーン０．０５％眼軟膏,参天製薬,後発品,71.10,,
外用薬,1315700M2049,デキサメタゾン,０．１％１ｇ,,,Ｄ・Ｅ・Ｘ０．１％眼軟膏Ｔ,日東メディック,後発品,56.10,,
外用薬,1315701Q1057,メタスルホ安息香酸デキサメタゾンナトリウム,０．０２％１ｍＬ,,,日点・ＤＭゾロン・２点眼液,日本点眼薬研究所,,12.60,H22.6.30まで,
外用薬,1315701Q1073,メタスルホ安息香酸デキサメタゾンナトリウム,０．０２％１ｍＬ,,,Ｄ・Ｅ・Ｘ０．０２％点眼液Ｔ,日東メディック,後発品,12.60,,
外用薬,1315701Q1081,メタスルホ安息香酸デキサメタゾンナトリウム,０．０２％１ｍＬ,,,サンテゾーン点眼液（０．０２％）,参天製薬,,19.50,,
外用薬,1315701Q1090,メタスルホ安息香酸デキサメタゾンナトリウム,０．０２％１ｍＬ,,,ビジュアリン点眼液０．０２％,千寿製薬,後発品,12.60,,
外用薬,1315701Q1103,メタスルホ安息香酸デキサメタゾンナトリウム,０．０２％１ｍＬ,,,ＤＭゾロン点眼液０．０２％「日点」,日本点眼薬研究所,,12.60,,
外用薬,1315701Q2037,メタスルホ安息香酸デキサメタゾンナトリウム,０．０５％１ｍＬ,,,ＤＭゾロン０．０５％点眼液,日本点眼薬研究所,,19.90,,
外用薬,1315701Q2053,メタスルホ安息香酸デキサメタゾンナトリウム,０．０５％１ｍＬ,,,Ｄ・Ｅ・Ｘ０．０５％点眼液Ｔ,日東メディック,後発品,19.90,,
外用薬,1315701Q2061,メタスルホ安息香酸デキサメタゾンナトリウム,０．０５％１ｍＬ,,,ビジュアリン点眼液０．０５％,千寿製薬,後発品,34.90,,
外用薬,1315701Q3033,メタスルホ安息香酸デキサメタゾンナトリウム,０．１％１ｍＬ,,,サンテゾーン点眼液（０．１％）,参天製薬,,47.60,,
外用薬,1315701Q3068,メタスルホ安息香酸デキサメタゾンナトリウム,０．１％１ｍＬ,,,日点・ＤＭゾロン点眼液,日本点眼薬研究所,,20.70,H22.6.30まで,
外用薬,1315701Q3076,メタスルホ安息香酸デキサメタゾンナトリウム,０．１％１ｍＬ,,,Ｄ・Ｅ・Ｘ０．１％点眼液Ｔ,日東メディック,後発品,19.40,,
外用薬,1315701Q3084,メタスルホ安息香酸デキサメタゾンナトリウム,０．１％１ｍＬ,,,コンドロンデキサ点眼・点耳・点鼻液０．１％,科研製薬,,61.80,,
外用薬,1315701Q3092,メタスルホ安息香酸デキサメタゾンナトリウム,０．１％１ｍＬ,,,ＤＭゾロン点眼液０．１％「日点」,日本点眼薬研究所,,20.70,,
外用薬,1315701Q4048,メタスルホ安息香酸デキサメタゾンナトリウム,０．１％１ｍＬ,,,ビジュアリン眼科耳鼻科用液０．１％,千寿製薬,後発品,42.00,,
外用薬,1315702Q1051,リン酸デキサメタゾンナトリウム,０．１％１ｍＬ,,,オルガドロン点眼・点耳・点鼻液０．１％,ＭＳＤ,,42.80,,
外用薬,1315702Q1060,リン酸デキサメタゾンナトリウム,０．１％１ｍＬ,,,テイカゾン点眼・点耳・点鼻液０．１％,テイカ製薬,後発品,20.10,,
外用薬,1315703Q1056,酢酸ヒドロコルチゾン,０．５％１ｍＬ,,,ＨＣゾロン点眼液０．５％「日点」,日本点眼薬研究所,,18.30,,
外用薬,1315704Q1034,フルオロメトロン,０．０２％１ｍＬ,,,ピトス点眼液０．０２％,わかもと製薬,後発品,17.10,,
外用薬,1315704Q1042,フルオロメトロン,０．０２％１ｍＬ,,,フルオメソロン０．０２％点眼液,日本点眼薬研究所,後発品,20.80,,
外用薬,1315704Q1093,フルオロメトロン,０．０２％１ｍＬ,,,フルオロメトロン０．０２％点眼液Ｔ,日東メディック,後発品,17.10,,
外用薬,1315704Q1107,フルオロメトロン,０．０２％１ｍＬ,,,フルオロメトロン点眼液０．０２％「テイカ」,テイカ製薬,後発品,21.40,H24.3.31まで,
外用薬,1315704Q1115,フルオロメトロン,０．０２％１ｍＬ,,,フルメトロン点眼液０．０２％,参天製薬,,45.80,,
外用薬,1315704Q1123,フルオロメトロン,０．０２％１ｍＬ,,,オドメール点眼液０．０２％,千寿製薬,後発品,17.30,,
外用薬,1315704Q2049,フルオロメトロン,０．０５％１ｍＬ,,,フルオメソロン０．０５％点眼液,日本点眼薬研究所,後発品,22.30,,
外用薬,1315704Q2057,フルオロメトロン,０．０５％１ｍＬ,,,オドメール点眼液０．０５％,千寿製薬,後発品,22.80,,
外用薬,1315704Q3037,フルオロメトロン,０．１％１ｍＬ,,,ピトス点眼液０．１％,わかもと製薬,後発品,24.30,,
外用薬,1315704Q3045,フルオロメトロン,０．１％１ｍＬ,,,フルオメソロン０．１％点眼液,日本点眼薬研究所,後発品,22.50,,
外用薬,1315704Q3100,フルオロメトロン,０．１％１ｍＬ,,,フルオロメトロン０．１％点眼液Ｔ,日東メディック,後発品,24.30,,
外用薬,1315704Q3118,フルオロメトロン,０．１％１ｍＬ,,,フルオロメトロン点眼液０．１％「テイカ」,テイカ製薬,後発品,26.90,H24.3.31まで,
外用薬,1315704Q3126,フルオロメトロン,０．１％１ｍＬ,,,フルメトロン点眼液０．１％,参天製薬,,73.70,,
外用薬,1315704Q3134,フルオロメトロン,０．１％１ｍＬ,,,オドメール点眼液０．１％,千寿製薬,後発品,26.90,,
外用薬,1315705M1037,酢酸プレドニゾロン,０．２５％１ｇ,,,プレドニン眼軟膏,塩野義製薬,,54.90,,
外用薬,1315705M1045,酢酸プレドニゾロン,０．２５％１ｇ,,,酢酸プレドニゾロン０．２５％眼軟膏Ｔ,日東メディック,後発品,45.00,,
外用薬,1315706Q1025,ベタメタゾンリン酸エステルナトリウム,０．０１％１ｍＬ,,,リンデロン点眼液０．０１％,塩野義製薬,,47.60,,
外用薬,1315706Q2064,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,リンベタＰＦ液０．１％,日本点眼薬研究所,後発品,27.30,H22.6.30まで,
外用薬,1315706Q2072,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,サンベタゾン眼耳鼻科用液０．１％,参天製薬,後発品,27.30,,
外用薬,1315706Q2080,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,リノロサール眼科耳鼻科用液０．１％,わかもと製薬,後発品,26.10,,
外用薬,1315706Q2099,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,ベルベゾロン眼耳鼻科用液０．１％,ニッテン,後発品,27.30,,
外用薬,1315706Q2102,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,リンデロン点眼・点耳・点鼻液０．１％,塩野義製薬,,76.60,,
外用薬,1315706Q2110,ベタメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,リンベタＰＦ眼耳鼻科用液０．１％,日本点眼薬研究所,後発品,27.30,,
外用薬,1315707Q1038,酢酸プレドニゾロン,０．１％１ｍＬ,,,ＰＳゾロン点眼液０．１１％「日点」,日本点眼薬研究所,,20.20,,
外用薬,1316700Q1050,硝酸ナファゾリン,０．０５％１ｍＬ,,,プリビナ点眼液０．５ｍｇ／ｍＬ,ノバルティス　ファーマ,,5.20,,
外用薬,1317702Q1064,クロラムフェニコール,５ｍｇ１ｍＬ,,,クロラムフェニコール点眼液０．５％「ニットー」,日東メディック,後発品,5.20,,
外用薬,1317706Q1089,硫酸ゲンタマイシン,３ｍｇ１ｍＬ,局,,リフタマイシン点眼液０．３％,わかもと製薬,後発品,18.30,,H23.4.1局方品
外用薬,1317706Q1097,硫酸ゲンタマイシン,３ｍｇ１ｍＬ,局,,ゲンタロール点眼液０．３％,日本点眼薬研究所,後発品,19.00,,
外用薬,1317706Q1100,硫酸ゲンタマイシン,３ｍｇ１ｍＬ,局,,硫酸ゲンタマイシン点眼液０．３％「ニットー」,日東メディック,後発品,17.10,,
外用薬,1317708Q1037,トブラマイシン,３ｍｇ１ｍＬ,,,トブラシン点眼液０．３％,日東メディック,,46.10,,
外用薬,1317709Q1031,硫酸ミクロノマイシン,３ｍｇ１ｍＬ,,,サンテマイシン点眼液０．３％,参天製薬,,50.90,H23.3.31まで,
外用薬,1317710Q1034,ジベカシン硫酸塩,３ｍｇ１ｍＬ,局,,パニマイシン点眼液０．３％,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,42.20,,H23.4.1局方品
外用薬,1317712M1023,ピマリシン,１０ｍｇ１ｇ,,,ピマリシン１％眼軟膏「センジュ」,千寿製薬,,615.30,H22.6.30まで,
外用薬,1317712M1031,ピマリシン,１０ｍｇ１ｇ,,,ピマリシン眼軟膏１％「センジュ」,千寿製薬,,615.30,,
外用薬,1317712Q1025,ピマリシン,５０ｍｇ１ｍＬ,,,ピマリシン５％点眼液「センジュ」,千寿製薬,,649.40,H22.6.30まで,
外用薬,1317712Q1033,ピマリシン,５０ｍｇ１ｍＬ,,,ピマリシン点眼液５％「センジュ」,千寿製薬,,649.40,,
外用薬,1317713Q1038,塩酸セフメノキシム,５ｍｇ１ｍＬ（溶解後の液として）,,,ベストロン点眼用０．５％,千寿製薬,,58.30,,
外用薬,1319701Q1021,カルテオロール塩酸塩,１％１ｍＬ,,,ミケラン点眼液１％,大塚製薬,,218.50,,
外用薬,1319701Q1030,カルテオロール塩酸塩,１％１ｍＬ,,,カルテオロール点眼液Ｔ１％,東亜薬品,後発品,121.80,,
外用薬,1319701Q1056,カルテオロール塩酸塩,１％１ｍＬ,,,メルカトア点眼液１％,日新製薬（山形）,後発品,121.80,,
外用薬,1319701Q1064,カルテオロール塩酸塩,１％１ｍＬ,,,リエントン点眼液１％,キョーリンリメディオ,後発品,103.80,,
外用薬,1319701Q1072,カルテオロール塩酸塩,１％１ｍＬ,,,ブロキレートＰＦ点眼液１％,日本点眼薬研究所,後発品,138.80,,
外用薬,1319701Q1080,カルテオロール塩酸塩,１％１ｍＬ,,,ブロキレート点眼液１％,ニッテン,後発品,136.50,,
外用薬,1319701Q1099,カルテオロール塩酸塩,１％１ｍＬ,,,カルテオロール塩酸塩点眼液１％「わかもと」,わかもと製薬,後発品,105.30,,
外用薬,1319701Q2028,カルテオロール塩酸塩,２％１ｍＬ,,,ミケラン点眼液２％,大塚製薬,,307.80,,
外用薬,1319701Q2036,カルテオロール塩酸塩,２％１ｍＬ,,,カルテオロール点眼液Ｔ２％,東亜薬品,後発品,166.20,,
外用薬,1319701Q2052,カルテオロール塩酸塩,２％１ｍＬ,,,メルカトア点眼液２％,日新製薬（山形）,後発品,143.90,,
外用薬,1319701Q2060,カルテオロール塩酸塩,２％１ｍＬ,,,リエントン点眼液２％,キョーリンリメディオ,後発品,154.70,,
外用薬,1319701Q2079,カルテオロール塩酸塩,２％１ｍＬ,,,ブロキレートＰＦ点眼液２％,日本点眼薬研究所,後発品,207.90,,
外用薬,1319701Q2087,カルテオロール塩酸塩,２％１ｍＬ,,,ブロキレート点眼液２％,ニッテン,後発品,207.90,,
外用薬,1319701Q2095,カルテオロール塩酸塩,２％１ｍＬ,,,カルテオロール塩酸塩点眼液２％「わかもと」,わかもと製薬,後発品,154.70,,
外用薬,1319701Q3024,カルテオロール塩酸塩,１％１ｍＬ,,,ミケランＬＡ点眼液１％,大塚製薬,,443.90,,
外用薬,1319701Q4020,カルテオロール塩酸塩,２％１ｍＬ,,,ミケランＬＡ点眼液２％,大塚製薬,,632.90,,
外用薬,1319702Q1069,マレイン酸チモロール,０．２５％１ｍＬ,,,リズモン点眼液０．２５％,わかもと製薬,後発品,83.30,,
外用薬,1319702Q1077,マレイン酸チモロール,０．２５％１ｍＬ,,,ファルチモ点眼液０．２５,キョーリンリメディオ,後発品,65.60,,
外用薬,1319702Q1085,マレイン酸チモロール,０．２５％１ｍＬ,,,チアブート点眼液０．２５％,日新製薬（山形）,後発品,56.00,,
外用薬,1319702Q1093,マレイン酸チモロール,０．２５％１ｍＬ,,,チモロール点眼液Ｔ０．２５％,東亜薬品,後発品,68.80,,
外用薬,1319702Q1107,マレイン酸チモロール,０．２５％１ｍＬ,,,チモプトール点眼液０．２５％,ＭＳＤ,,260.80,,
外用薬,1319702Q1115,マレイン酸チモロール,０．２５％１ｍＬ,,,チモレート点眼液０．２５％,ニッテン,後発品,84.80,,
外用薬,1319702Q1123,マレイン酸チモロール,０．２５％１ｍＬ,,,チモロール点眼液０．２５％「テイカ」,テイカ製薬,後発品,76.70,,
外用薬,1319702Q1131,マレイン酸チモロール,０．２５％１ｍＬ,,,チモレートＰＦ点眼液０．２５％,日本点眼薬研究所,後発品,86.80,,
外用薬,1319702Q2057,マレイン酸チモロール,０．５％１ｍＬ,,,リズモン点眼液０．５％,わかもと製薬,後発品,135.30,,
外用薬,1319702Q2073,マレイン酸チモロール,０．５％１ｍＬ,,,ファルチモ点眼液０．５,キョーリンリメディオ,後発品,75.50,,
外用薬,1319702Q2081,マレイン酸チモロール,０．５％１ｍＬ,,,チアブート点眼液０．５％,日新製薬（山形）,後発品,75.50,,
外用薬,1319702Q2090,マレイン酸チモロール,０．５％１ｍＬ,,,チマバック点眼液０．５％,アールテック・ウエノ,後発品,156.20,H24.3.31まで,
外用薬,1319702Q2103,マレイン酸チモロール,０．５％１ｍＬ,,,チモロール点眼液Ｔ０．５％,東亜薬品,後発品,120.00,,
外用薬,1319702Q2111,マレイン酸チモロール,０．５％１ｍＬ,,,チモプトール点眼液０．５％,ＭＳＤ,,377.30,,
外用薬,1319702Q2120,マレイン酸チモロール,０．５％１ｍＬ,,,チモレート点眼液０．５％,ニッテン,後発品,122.60,,
外用薬,1319702Q2138,マレイン酸チモロール,０．５％１ｍＬ,,,チモロール点眼液０．５％「テイカ」,テイカ製薬,後発品,114.20,,
外用薬,1319702Q2146,マレイン酸チモロール,０．５％１ｍＬ,,,チモレートＰＦ点眼液０．５％,日本点眼薬研究所,後発品,122.60,,
外用薬,1319702Q3037,マレイン酸チモロール,０．２５％１ｍＬ,,,チモプトールＸＥ点眼液０．２５％,ＭＳＤ,,554.20,,
外用薬,1319702Q4033,マレイン酸チモロール,０．５％１ｍＬ,,,チモプトールＸＥ点眼液０．５％,ＭＳＤ,,806.90,,
外用薬,1319702Q5021,マレイン酸チモロール,０．２５％１ｍＬ,,,リズモンＴＧ点眼液０．２５％,わかもと製薬,,537.50,,
外用薬,1319702Q6028,マレイン酸チモロール,０．５％１ｍＬ,,,リズモンＴＧ点眼液０．５％,わかもと製薬,,790.40,,
外用薬,1319703Q2086,アズレン,０．０２％５ｍＬ１瓶,,,アゾテシン点眼液０．０２％,参天製薬,後発品,84.80,,
外用薬,1319703Q2094,アズレン,０．０２％５ｍＬ１瓶,,,アズラビン点眼液０．０２％,日本点眼薬研究所,後発品,84.80,,
外用薬,1319703Q2108,アズレン,０．０２％５ｍＬ１瓶,,,アズレン点眼液０．０２％「ニットー」,日東メディック,後発品,84.80,,
外用薬,1319703Q2116,アズレン,０．０２％５ｍＬ１瓶,,,アズレン点眼液０．０２％「わかもと」,わかもと製薬,後発品,84.80,,
