区分,薬価基準収載医薬品コード,成分名,規格,品名,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,薬価,経過措置による使用期限,備考
内用薬,1124026F1235,トフィソパム,５０ｍｇ１錠,,,トロンヘイム錠５０ｍｇ,日医工ファーマ,後発品,5.70,,
内用薬,1124026F1243,トフィソパム,５０ｍｇ１錠,,,バイダキシン錠５０ｍｇ,ナガセ医薬品,後発品,7.90,,
内用薬,1124026F1251,トフィソパム,５０ｍｇ１錠,,,トフィス錠５０ｍｇ,メディサ新薬,後発品,6.00,,
内用薬,1124026F1260,トフィソパム,５０ｍｇ１錠,,,マイロニン錠５０ｍｇ,キョーリンリメディオ,後発品,5.70,,
内用薬,1124026F1278,トフィソパム,５０ｍｇ１錠,,,コバンダキシン錠５０ｍｇ,小林化工,後発品,6.30,,
内用薬,1124026F1286,トフィソパム,５０ｍｇ１錠,,,トフィール錠５０ｍｇ,大原薬品工業,後発品,6.00,,
内用薬,1124027F1035,フルトプラゼパム,２ｍｇ１錠,局,,レスタス錠２ｍｇ,ＭＳＤ,,21.70,,H23.4.1局方品
内用薬,1124028B1011,クロルジアゼポキシド,１％１ｇ,局,,クロルジアゼポキシド散,,,7.20,,
内用薬,1124028B1046,クロルジアゼポキシド,１％１ｇ,局,,コントール散１％,武田薬品工業,,9.00,,
内用薬,1124028B2018,クロルジアゼポキシド,１０％１ｇ,局,,クロルジアゼポキシド散,,,45.60,,
内用薬,1124028F1013,クロルジアゼポキシド,５ｍｇ１錠,局,,クロルジアゼポキシド錠,,,9.60,,
内用薬,1124028F2010,クロルジアゼポキシド,１０ｍｇ１錠,局,,クロルジアゼポキシド錠,,,9.60,,
内用薬,1124029C1038,ロフラゼプ酸エチル,１％１ｇ,,,メイラックス細粒１％,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,225.90,,
内用薬,1124029F1026,ロフラゼプ酸エチル,１ｍｇ１錠,,,メイラックス錠１ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,23.80,,
内用薬,1124029F1034,ロフラゼプ酸エチル,１ｍｇ１錠,,,アズトレム錠１ｍｇ,高田製薬,後発品,10.00,H24.3.31まで,
内用薬,1124029F1042,ロフラゼプ酸エチル,１ｍｇ１錠,,,スカルナーゼ錠１ｍｇ,東和薬品,後発品,7.80,,
内用薬,1124029F1050,ロフラゼプ酸エチル,１ｍｇ１錠,,,メデタックス錠１,メディサ新薬,後発品,10.00,,
内用薬,1124029F1069,ロフラゼプ酸エチル,１ｍｇ１錠,,,ロンラックス錠１ｍｇ,シオノケミカル,後発品,7.80,,
内用薬,1124029F1085,ロフラゼプ酸エチル,１ｍｇ１錠,,,ジメトックス錠１,日医工ファーマ,後発品,7.80,,
内用薬,1124029F2022,ロフラゼプ酸エチル,２ｍｇ１錠,,,メイラックス錠２ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,42.40,,
内用薬,1124029F2030,ロフラゼプ酸エチル,２ｍｇ１錠,,,アズトレム錠２ｍｇ,高田製薬,後発品,16.00,H24.3.31まで,
内用薬,1124029F2049,ロフラゼプ酸エチル,２ｍｇ１錠,,,メデタックス錠２,メディサ新薬,後発品,16.00,,
内用薬,1124029F2057,ロフラゼプ酸エチル,２ｍｇ１錠,,,ロンラックス錠２ｍｇ,シオノケミカル,後発品,10.90,,
内用薬,1124029F2073,ロフラゼプ酸エチル,２ｍｇ１錠,,,ジメトックス錠２,日医工ファーマ,後発品,10.50,,
内用薬,1124029F2081,ロフラゼプ酸エチル,２ｍｇ１錠,,,スカルナーゼ錠２ｍｇ,東和薬品,後発品,10.10,,
内用薬,1124030F1029,クアゼパム,１５ｍｇ１錠,,,ドラール錠１５,久光製薬,,110.90,,
内用薬,1124030F1037,クアゼパム,１５ｍｇ１錠,,,クアゼパム錠１５ｍｇ「ＭＮＰ」,日新製薬（山形）,後発品,71.30,,
内用薬,1124030F1045,クアゼパム,１５ｍｇ１錠,,,クアゼパム錠１５ｍｇ「ＹＤ」,陽進堂,後発品,54.50,,
内用薬,1124030F1053,クアゼパム,１５ｍｇ１錠,,,クアゼパム錠１５ｍｇ「アメル」,共和薬品工業,後発品,59.00,,
内用薬,1124030F1061,クアゼパム,１５ｍｇ１錠,,,クアゼパム錠１５ｍｇ「トーワ」,東和薬品,後発品,77.10,,
内用薬,1124030F1070,クアゼパム,１５ｍｇ１錠,,,クアゼパム錠１５ｍｇ「日医工」,日医工,後発品,74.00,,
内用薬,1124030F1088,クアゼパム,１５ｍｇ１錠,,,クアゼパム錠１５ｍｇ「サワイ」,沢井製薬,後発品,59.00,,
内用薬,1124030F2025,クアゼパム,２０ｍｇ１錠,,,ドラール錠２０,久光製薬,,131.50,,
内用薬,1124030F2033,クアゼパム,２０ｍｇ１錠,,,クアゼパム錠２０ｍｇ「ＭＮＰ」,日新製薬（山形）,後発品,84.00,,
内用薬,1124030F2041,クアゼパム,２０ｍｇ１錠,,,クアゼパム錠２０ｍｇ「ＹＤ」,陽進堂,後発品,67.30,,
内用薬,1124030F2050,クアゼパム,２０ｍｇ１錠,,,クアゼパム錠２０ｍｇ「トーワ」,東和薬品,後発品,84.00,,
内用薬,1124030F2068,クアゼパム,２０ｍｇ１錠,,,クアゼパム錠２０ｍｇ「アメル」,共和薬品工業,後発品,71.70,,
内用薬,1124030F2076,クアゼパム,２０ｍｇ１錠,,,クアゼパム錠２０ｍｇ「サワイ」,沢井製薬,後発品,71.70,,
内用薬,1124030F2084,クアゼパム,２０ｍｇ１錠,,,クアゼパム錠２０ｍｇ「日医工」,日医工,後発品,84.00,,
内用薬,1125001X1017,アモバルビタール,１ｇ,局,,アモバルビタール,,,48.70,,
内用薬,1125002X1011,バルビタール,１ｇ,局,,バルビタール,,,9.50,,
内用薬,1125003B2015,フェノバルビタール,１０％１ｇ,局,,フェノバルビタール散１０％,,,7.20,,
内用薬,1125003B2031,フェノバルビタール,１０％１ｇ,局,,フェノバール散１０％,藤永製薬,,9.00,,
内用薬,1125003B2058,フェノバルビタール,１０％１ｇ,局,,フェノバルビタール散　シオエ,シオエ製薬,,9.00,H22.8.31まで,
内用薬,1125003B2139,フェノバルビタール,１０％１ｇ,局,,フェノバルビタール散１０％「マルイシ」,丸石製薬,,7.90,,
内用薬,1125003B2155,フェノバルビタール,１０％１ｇ,局,,フェノバルビタール散１０％「ＪＧ」,日本ジェネリック,,7.90,,
内用薬,1125003B2163,フェノバルビタール,１０％１ｇ,局,,フェノバルビタール散１０％「シオエ」,シオエ製薬,,9.00,,
内用薬,1125003X1016,フェノバルビタール,１ｇ,局,,フェノバルビタール,,,22.90,,
内用薬,1125003X1091,フェノバルビタール,１ｇ,局,,フェノバルビタール「ホエイ」,マイラン製薬,,29.80,,
内用薬,1125003X1130,フェノバルビタール,１ｇ,局,,フェノバール末,藤永製薬,,29.80,H22.6.30まで,
内用薬,1125003X1156,フェノバルビタール,１ｇ,局,,フェノバール原末,藤永製薬,,29.80,,
内用薬,1125004F1023,フェノバルビタール,３０ｍｇ１錠,,,フェノバール錠３０ｍｇ,藤永製薬,,5.90,,
内用薬,1125004S1030,フェノバルビタール,０．４％１ｍＬ,,,フェノバールエリキシル０．４％,藤永製薬,,4.80,,
内用薬,1125006F1030,ペントバルビタールカルシウム,５０ｍｇ１錠,,,ラボナ錠５０ｍｇ,田辺三菱製薬,,9.60,,
内用薬,1126001X1014,臭化カリウム,１０ｇ,局,,臭化カリウム,,,67.90,,
内用薬,1126002X1019,臭化ナトリウム,１０ｇ,局,,臭化ナトリウム,,,73.20,,
内用薬,1129004Q1031,トリクロホスナトリウム,１０％１ｍＬ,局,,トリクロリールシロップ１０％,アルフレッサファーマ,,12.10,,
内用薬,1129006F1021,塩酸リルマザホン,１ｍｇ１錠,,,リスミー錠１ｍｇ,塩野義製薬,,20.90,,
内用薬,1129006F1030,塩酸リルマザホン,１ｍｇ１錠,,,塩酸リルマザホン錠１「ＭＥＥＫ」,小林化工,後発品,13.60,,
内用薬,1129006F2028,塩酸リルマザホン,２ｍｇ１錠,,,リスミー錠２ｍｇ,塩野義製薬,,32.80,,
内用薬,1129006F2036,塩酸リルマザホン,２ｍｇ１錠,,,塩酸リルマザホン錠２「ＭＥＥＫ」,小林化工,後発品,21.90,,
内用薬,1129007F1026,ゾピクロン,７．５ｍｇ１錠,,,アモバン錠７．５,サノフィ・アベンティス,,25.90,,
内用薬,1129007F1034,ゾピクロン,７．５ｍｇ１錠,,,アモバンテス錠７．５,小林化工,後発品,10.60,,
内用薬,1129007F1042,ゾピクロン,７．５ｍｇ１錠,,,ゾピクール錠７．５,沢井製薬,後発品,10.60,,
内用薬,1129007F1069,ゾピクロン,７．５ｍｇ１錠,,,スローハイム錠７．５,共和薬品工業,後発品,7.20,,
内用薬,1129007F1077,ゾピクロン,７．５ｍｇ１錠,,,ドパリール錠７．５,キョーリンリメディオ,後発品,8.10,,
内用薬,1129007F1085,ゾピクロン,７．５ｍｇ１錠,,,メトローム錠７．５,辰巳化学,後発品,7.80,,
内用薬,1129007F1107,ゾピクロン,７．５ｍｇ１錠,,,ゾピクロン錠７．５ｍｇ「トーワ」,東和薬品,後発品,8.10,,
内用薬,1129007F2022,ゾピクロン,１０ｍｇ１錠,,,アモバン錠１０,サノフィ・アベンティス,,31.50,,
内用薬,1129007F2030,ゾピクロン,１０ｍｇ１錠,,,ゾピクール錠１０,沢井製薬,後発品,11.90,,
内用薬,1129007F2049,ゾピクロン,１０ｍｇ１錠,,,スローハイム錠１０,共和薬品工業,後発品,8.10,,
内用薬,1129007F2057,ゾピクロン,１０ｍｇ１錠,,,ドパリール錠１０,キョーリンリメディオ,後発品,8.90,,
内用薬,1129007F2065,ゾピクロン,１０ｍｇ１錠,,,メトローム錠１０,辰巳化学,後発品,8.40,,
内用薬,1129007F2073,ゾピクロン,１０ｍｇ１錠,,,ゾピクロン錠１０ｍｇ「トーワ」,東和薬品,後発品,8.10,,
内用薬,1129007F2081,ゾピクロン,１０ｍｇ１錠,,,アモバンテス錠１０,小林化工,後発品,11.90,,H22.11.19収載
内用薬,1129008F1039,クエン酸タンドスピロン,５ｍｇ１錠,,,セディール錠５ｍｇ,大日本住友製薬,,20.00,,
内用薬,1129008F1047,クエン酸タンドスピロン,５ｍｇ１錠,,,タンドスピロンクエン酸塩錠５ｍｇ「アメル」,共和薬品工業,後発品,13.00,,
内用薬,1129008F1055,クエン酸タンドスピロン,５ｍｇ１錠,,,タンドスピロンクエン酸塩錠５ｍｇ「サワイ」,沢井製薬,後発品,13.00,,
内用薬,1129008F1063,クエン酸タンドスピロン,５ｍｇ１錠,,,タンドスピロンクエン酸塩錠５ｍｇ「トーワ」,東和薬品,後発品,13.40,,
内用薬,1129008F1071,クエン酸タンドスピロン,５ｍｇ１錠,,,タンドスピロンクエン酸塩錠５ｍｇ「日医工」,日医工,後発品,13.40,,
内用薬,1129008F2035,クエン酸タンドスピロン,１０ｍｇ１錠,,,セディール錠１０ｍｇ,大日本住友製薬,,34.70,,
内用薬,1129008F2043,クエン酸タンドスピロン,１０ｍｇ１錠,,,タンドスピロンクエン酸塩錠１０ｍｇ「トーワ」,東和薬品,後発品,23.70,,
内用薬,1129008F2051,クエン酸タンドスピロン,１０ｍｇ１錠,,,タンドスピロンクエン酸塩錠１０ｍｇ「アメル」,共和薬品工業,後発品,21.70,,
内用薬,1129008F2060,クエン酸タンドスピロン,１０ｍｇ１錠,,,タンドスピロンクエン酸塩錠１０ｍｇ「サワイ」,沢井製薬,後発品,22.70,,
内用薬,1129008F2078,クエン酸タンドスピロン,１０ｍｇ１錠,,,タンドスピロンクエン酸塩錠１０ｍｇ「日医工」,日医工,後発品,23.70,,
内用薬,1129008F3023,クエン酸タンドスピロン,２０ｍｇ１錠,,,セディール錠２０ｍｇ,大日本住友製薬,,60.30,,
内用薬,1129008F3031,クエン酸タンドスピロン,２０ｍｇ１錠,,,タンドスピロンクエン酸塩錠２０ｍｇ「トーワ」,東和薬品,後発品,41.10,,
内用薬,1129008F3040,クエン酸タンドスピロン,２０ｍｇ１錠,,,タンドスピロンクエン酸塩錠２０ｍｇ「アメル」,共和薬品工業,後発品,41.10,,
内用薬,1129008F3058,クエン酸タンドスピロン,２０ｍｇ１錠,,,タンドスピロンクエン酸塩錠２０ｍｇ「サワイ」,沢井製薬,後発品,41.10,,
内用薬,1129008F3066,クエン酸タンドスピロン,２０ｍｇ１錠,,,タンドスピロンクエン酸塩錠２０ｍｇ「日医工」,日医工,後発品,41.10,,
内用薬,1129009F1025,酒石酸ゾルピデム,５ｍｇ１錠,,,マイスリー錠５ｍｇ,アステラス製薬,,49.60,,
内用薬,1129009F2021,酒石酸ゾルピデム,１０ｍｇ１錠,,,マイスリー錠１０ｍｇ,アステラス製薬,,78.70,,
内用薬,1131001A1038,アセチルフェネトライド,１ｇ,,,クランポール末,大日本住友製薬,,40.40,,
内用薬,1131001F1035,アセチルフェネトライド,２００ｍｇ１錠,,,クランポール錠２００ｍｇ,大日本住友製薬,,10.80,,
内用薬,1132001A1035,エトトイン,１ｇ,,,アクセノン末,大日本住友製薬,,40.80,,
内用薬,1132002B1019,フェニトイン,１０％１ｇ,局,,フェニトイン散,,,12.40,,
内用薬,1132002B2015,フェニトイン,９７％１ｇ,局,,フェニトイン散,,,42.80,,
内用薬,1132002F1010,フェニトイン,２５ｍｇ１錠,局,,フェニトイン錠,,,12.90,,
内用薬,1132002F2017,フェニトイン,１００ｍｇ１錠,局,,フェニトイン錠,,,13.40,,
内用薬,1132002X1016,フェニトイン,１ｇ,局,,フェニトイン,,,35.90,,
内用薬,1133001F1013,トリメタジオン,１００ｍｇ１錠,局,,トリメタジオン錠,,,10.10,,
内用薬,1133002B1032,トリメタジオン,６６．７％１ｇ,,,ミノアレ散６６．７％,日医工,,19.70,,
内用薬,1135002C1040,プリミドン,９９．５％１ｇ,,,プリミドン細粒９９．５％大日本,大日本住友製薬,,33.80,H24.3.31まで,
内用薬,1135002C1059,プリミドン,９９．５％１ｇ,,,プリミドン細粒９９．５％「日医工」,日医工,,33.80,,H23.3.1収載
内用薬,1135002F1047,プリミドン,２５０ｍｇ１錠,,,プリミドン錠２５０ｍｇ大日本,大日本住友製薬,,11.30,H24.3.31まで,
内用薬,1135002F1055,プリミドン,２５０ｍｇ１錠,,,プリミドン錠２５０ｍｇ「日医工」,日医工,,11.30,,H23.3.1収載
内用薬,1137001F1039,スルチアム,５０ｍｇ１錠,,,オスポロット錠５０ｍｇ,共和薬品工業,,8.10,,
内用薬,1137001F2035,スルチアム,２００ｍｇ１錠,,,オスポロット錠２００ｍｇ,共和薬品工業,,26.10,,
内用薬,1139001B1031,エトスクシミド,５０％１ｇ,,,エピレオプチマル散５０％,エーザイ,,47.00,,
内用薬,1139001Q1042,エトスクシミド,５％１ｍＬ,,,ザロンチンシロップ５％,第一三共,,9.30,,
内用薬,1139002C1058,カルバマゼピン,５０％１ｇ,,,レキシン５０％細粒,藤永製薬,後発品,22.60,,
内用薬,1139002C1066,カルバマゼピン,５０％１ｇ,,,カルバマゼピン細粒５０％「アメル」,共和薬品工業,後発品,15.00,,
内用薬,1139002C1074,カルバマゼピン,５０％１ｇ,,,テレスミン細粒５０％,田辺三菱製薬,後発品,22.60,H24.3.31まで,
内用薬,1139002C1082,カルバマゼピン,５０％１ｇ,,,テグレトール細粒５０％,ノバルティス　ファーマ,,28.70,,
内用薬,1139002F1062,カルバマゼピン,２００ｍｇ１錠,,,テグレトール錠２００ｍｇ,ノバルティス　ファーマ,,13.30,,
内用薬,1139002F1070,カルバマゼピン,２００ｍｇ１錠,,,カルバマゼピン錠２００ｍｇ「アメル」,共和薬品工業,後発品,7.90,,
内用薬,1139002F1089,カルバマゼピン,２００ｍｇ１錠,,,テレスミン錠２００ｍｇ,田辺三菱製薬,後発品,9.30,H24.3.31まで,
内用薬,1139002F1097,カルバマゼピン,２００ｍｇ１錠,,,レキシン錠２００ｍｇ,藤永製薬,後発品,9.30,,
内用薬,1139002F2026,カルバマゼピン,１００ｍｇ１錠,,,テグレトール錠１００ｍｇ,ノバルティス　ファーマ,,8.40,,
内用薬,1139002F2034,カルバマゼピン,１００ｍｇ１錠,,,レキシン錠１００ｍｇ,藤永製薬,後発品,5.70,,
内用薬,1139002F2042,カルバマゼピン,１００ｍｇ１錠,,,カルバマゼピン錠１００ｍｇ「アメル」,共和薬品工業,後発品,5.60,,
内用薬,1139003C1044,クロナゼパム,０．１％１ｇ,,,リボトリール細粒０．１％,中外製薬,,16.10,,
内用薬,1139003C1052,クロナゼパム,０．１％１ｇ,,,ランドセン細粒０．１％,大日本住友製薬,,16.10,,
内用薬,1139003C2040,クロナゼパム,０．５％１ｇ,,,リボトリール細粒０．５％,中外製薬,,58.70,,
内用薬,1139003C2059,クロナゼパム,０．５％１ｇ,,,ランドセン細粒０．５％,大日本住友製薬,,58.70,,
内用薬,1139003F1040,クロナゼパム,０．５ｍｇ１錠,,,リボトリール錠０．５ｍｇ,中外製薬,,9.50,,
内用薬,1139003F1059,クロナゼパム,０．５ｍｇ１錠,,,ランドセン錠０．５ｍｇ,大日本住友製薬,,9.50,,
内用薬,1139003F2047,クロナゼパム,１ｍｇ１錠,,,リボトリール錠１ｍｇ,中外製薬,,16.40,,
内用薬,1139003F2055,クロナゼパム,１ｍｇ１錠,,,ランドセン錠１ｍｇ,大日本住友製薬,,16.40,,
内用薬,1139003F3043,クロナゼパム,２ｍｇ１錠,,,リボトリール錠２ｍｇ,中外製薬,,28.60,,
内用薬,1139003F3051,クロナゼパム,２ｍｇ１錠,,,ランドセン錠２ｍｇ,大日本住友製薬,,28.60,,
内用薬,1139004C1049,バルプロ酸ナトリウム,２０％１ｇ,,,バルプロ酸ナトリウム細粒２０％「ＥＭＥＣ」,小林化工,後発品,12.70,,
内用薬,1139004C1057,バルプロ酸ナトリウム,２０％１ｇ,,,デパケン細粒２０％,協和発酵キリン,,18.40,,
内用薬,1139004C1065,バルプロ酸ナトリウム,２０％１ｇ,,,ハイセレニン細粒２０％,ＭＳＤ,後発品,17.00,,
内用薬,1139004C2053,バルプロ酸ナトリウム,４０％１ｇ,,,ハイセレニン細粒４０％,ＭＳＤ,,27.60,,
内用薬,1139004C2061,バルプロ酸ナトリウム,４０％１ｇ,,,デパケン細粒４０％,協和発酵キリン,,27.10,,
内用薬,1139004C2070,バルプロ酸ナトリウム,４０％１ｇ,,,バルプロ酸ナトリウム細粒４０％「ＥＭＥＣ」,小林化工,後発品,18.90,,H23.6.24収載
